pl_name,hostname,sy_snum,sy_pnum,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_insol,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,st_age,sy_dist,sy_vmag,sy_jmag,st_lum_linear,snr_proxy,distance_penalty,transit_depth_norm,obs_duration_norm,detectability,spectral_class,star_O,star_B,star_A,star_F,star_G,star_K,star_M,star_Unknown,priority_score,_hz_factor_diag,_esi_diag,_rocky_diag
Kepler-826 b,Kepler-826,1,1,2016.0,Transit,1.25,2.1,5.91,4.48758907,0.05202,0.0,87.03,1305.0,0.0112,2.8308,2454966.36175,827.221,6079.0,1.15,1.05,0.34865,-0.12,4.34,4.37,779.596,13.644,12.373,2.2317729014322323,0.0021182275690044654,0.0004113936565675703,0.00019770520741359629,0.05281343283572236,0.00034301728915357287,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7616330899489465,1.0
Kepler-827 b,Kepler-827,1,1,2016.0,Transit,5.63,27.0,0.831,51.92927591,0.2742,0.0,89.69,574.0,0.34258,5.3083,2454984.93175,23.602,5602.0,0.91,0.93,0.23172,-0.06,4.5,4.37,2046.68,15.865,14.668,1.7049827915441782,0.010716173455045917,1.2923546142655664e-09,0.006047308031763376,0.09903544776100925,0.0021203812942969897,G,0,0,0,0,1,0,0,0,0.0,0.0,0.44949174369903333,0.1
Kepler-828 b,Kepler-828,1,1,2016.0,Transit,1.51,2.89,4.61,0.567857136,0.01228,0.0,85.49,1848.0,0.03348,0.9869,2454967.062486,1835.159,5039.0,0.77,0.81,-0.54299,-0.02,4.58,4.57,575.322,15.374,13.586,0.28642439208008375,0.0012232691515249251,0.0031725487248211747,0.0005909973521613575,0.018412313432801468,0.0011739470519640963,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6822535132635189,1.0
Kepler-829 b,Kepler-829,1,1,2016.0,Transit,2.11,5.1,2.98,6.88337562,0.0678,0.0,89.82,857.0,0.04584,2.2442,2454968.26458,247.47,5698.0,0.97,0.98,0.04004,0.03,4.46,4.68,1073.76,14.973,13.699,1.0965791901680297,0.0022760164047222397,2.1712986938606074e-05,0.0008091791703427905,0.041869402984996515,0.0003618205879537148,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6903215277723206,0.5
Kepler-83 b,Kepler-83,2,3,2012.0,Transit,2.83,2.94,0.83,9.77,0.07295,0.0,89.84,460.0,0.18978,2.4764,2455008.71348,15.412,4082.0,0.61,0.66,-1.10237,-0.2,4.69,3.09,400.409,16.145,13.737,0.07900052910832213,0.009557863854080398,0.018240880909959074,0.003350044130620741,0.04620149253722723,0.006954731267155867,K,0,0,0,0,0,1,0,0,0.0,0.0,0.515482678780654,0.1
Kepler-83 c,Kepler-83,2,3,2012.0,Transit,2.36,2.03,0.38,20.09,0.11796,0.0,87.49,362.0,0.14321,3.5881,2454980.97109,5.9,4082.0,0.61,0.66,-1.10237,-0.2,4.69,3.09,400.409,16.145,13.737,0.07900052910832213,0.00868171677911177,0.018240880909959074,0.0025279788172947433,0.06694216417897958,0.006715842060204283,K,0,0,0,0,0,1,0,0,0.0,0.0,0.42425567007573317,0.5
Kepler-83 d,Kepler-83,2,3,2014.0,Transit,1.94,4.1,0.56,5.169796,0.051,0.0,88.87,569.0,0.10374,2.163,2455005.631,28.81,4648.0,0.594,0.58,-1.10237,-0.2,4.718,3.09,400.409,16.145,13.737,0.07900052910832213,0.004882862595884084,0.018240880909959074,0.0018312444836684355,0.040354477611865,0.006253576792726346,K,0,0,0,0,0,1,0,0,0.0,0.0,0.463484997945584,0.5
Kepler-830 b,Kepler-830,1,1,2016.0,Transit,1.7,3.53,3.95,11.29695137,0.1033,0.0,87.54,907.0,0.01985,4.583,2454967.56876,160.18,6037.0,1.11,1.07,0.169,-0.02,4.38,3.47,1122.0,14.88,13.662,1.4757065332758945,0.0014572546161898574,1.3403428842116915e-05,0.00035039717563927554,0.08550373134312406,0.00019797316524587265,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7469415655540625,1.0
Kepler-831 b,Kepler-831,1,1,2016.0,Transit,1.27,2.15,5.77,5.62153941,0.05984,0.0,86.54,992.0,0.01723,2.3638,2454969.8905,266.249,5732.0,0.97,0.99,0.01191,0.02,4.46,4.17,593.54,13.751,12.539,1.0278032816489133,0.002555586831402894,0.002644164877029257,0.00030414827890502355,0.04410074626857444,0.001071314625381387,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8036989754202,1.0
Kepler-832 b,Kepler-832,1,1,2016.0,Transit,2.06,4.9,3.08,7.1396941,0.075,0.0,89.89,965.0,0.05129,3.929,2454970.18577,256.828,5596.0,0.9,0.92,0.07025,-0.08,4.5,4.37,1688.12,16.001,14.682,1.1755740750379344,0.0013626167194398392,4.662168783020723e-08,0.0009053839364502994,0.07330223880583338,0.00029691886054505933,G,0,0,0,0,1,0,0,0,0.0,0.0,0.683210786178722,0.5
Kepler-833 b,Kepler-833,1,1,2016.0,Transit,2.02,4.74,3.16,18.7546998,0.1139,0.0,89.96,382.0,0.09953,3.0681,2454974.71563,8.313,4339.0,0.62,0.64,-0.79309,-0.18,4.67,3.72,467.37,15.755,13.629,0.16103118913841027,0.006162951633191848,0.009337656203891917,0.0017569285083817176,0.05724067164168425,0.0036765590764761135,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7972878533216491,0.5
Kepler-834 b,Kepler-834,1,1,2016.0,Transit,2.02,4.74,3.16,13.32388301,0.0862,0.0,89.87,378.0,0.07813,3.2768,2454968.24446,11.845,4554.0,0.66,0.7,-0.7453,-0.13,4.64,2.69,633.937,16.211,14.167,0.17976287282083267,0.0030460904271666133,0.0017654140974428583,0.0013791703442164534,0.061134328358094896,0.0010643886496625652,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7984026102881326,0.5
Kepler-835 b,Kepler-835,1,1,2016.0,Transit,2.79,8.2,2.07,11.41909375,0.107,0.0,81.99,921.0,0.05092,4.382,2455019.30972,170.33,5954.0,1.11,1.08,0.32995,0.08,4.38,3.63,2406.33,16.062,14.858,2.1377159616889263,0.0012148553808119804,3.5435747107592284e-11,0.0008988526037053859,0.08175373134313105,0.00028303828996322774,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6002506718849692,0.1
Kepler-836 b,Kepler-836,1,1,2016.0,Transit,2.73,7.9,2.13,11.36112327,0.1013,0.0,87.16,869.0,0.05695,4.2053,2454969.92653,135.797,5895.0,1.04,1.03,0.04883,-0.01,4.41,4.27,980.035,14.672,13.539,1.1189997770517055,0.004485307475226343,5.5432194768389975e-05,0.0010052956751968132,0.07845708955209243,0.0005989585782325816,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6127875537942887,0.1
Kepler-837 b,Kepler-837,1,1,2016.0,Transit,2.56,7.08,2.32,16.56059504,0.1144,0.0,86.99,701.0,0.07008,2.2611,2454966.49746,55.966,5403.0,0.81,0.85,-0.27122,-0.18,4.56,3.98,901.907,15.576,13.954,0.535525308420403,0.002761556786571323,0.00012107867706423357,0.001237069726387931,0.04218470149245861,0.0005184813574760532,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6553759200874111,0.1
Kepler-838 b,Kepler-838,1,1,2016.0,Transit,2.73,7.9,2.13,15.74957994,0.1266,0.0,88.24,777.0,0.06595,4.6942,2454983.24542,61.089,5770.0,0.96,0.98,-0.09867,-0.06,4.46,4.17,1104.04,15.424,14.186,0.7967645444526092,0.003024096144133281,1.6040400291630252e-05,0.0011641659311541672,0.08757835820879184,0.0004947060523973257,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6247498268789998,0.1
Kepler-839 b,Kepler-839,1,1,2016.0,Transit,2.57,7.13,2.31,37.8144514,0.2316,0.0,87.34,626.0,0.04125,8.5785,2454967.66702,46.303,6058.0,1.31,1.22,0.43706,0.29,4.29,2.82,944.561,13.693,12.554,2.735646643751395,0.01149554671616066,7.903577183072422e-05,0.0007281553398045399,0.16004664179074618,0.0011465110674829938,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6664681910138258,0.1
Kepler-84 b,Kepler-84,1,5,2012.0,Transit,2.23,40.0,19.8,8.726,0.0827,0.0,82.52,985.0,0.04467,4.473,2454971.75409,222.19,6039.0,1.43,1.0,0.39,-0.07,4.13,3.98,1023.9,14.92,13.583,2.4547089156850306,0.0034842988819064474,3.574858035365534e-05,0.0007885260370683345,0.08345149253715774,0.0004646096737770622,F,0,0,0,1,0,0,0,0,0.0,0.0,0.5641565598197679,0.5
Kepler-84 c,Kepler-84,1,5,2012.0,Transit,2.36,20.2,8.44,12.883,0.1072,0.0,81.13,865.0,0.04605,5.661,2454968.1962,132.23,6039.0,1.43,1.0,0.39,-0.07,4.13,3.98,1023.9,14.92,13.583,2.4547089156850306,0.004040882403976776,3.574858035365534e-05,0.0008128861429817954,0.10561567164159398,0.0005167936085430059,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7086437053442537,0.5
Kepler-84 d,Kepler-84,1,5,2014.0,Transit,1.38,2.48,5.19,4.224537,0.052,0.0,82.31,1254.0,0.01591,3.172,2454968.43327,584.24,6031.0,1.169,1.06,0.212,-0.07,4.323,3.98,1023.9,14.92,13.583,1.6292960326397223,0.0010450492766112369,3.574858035365534e-05,0.0002808473080312783,0.05917910447750153,0.0001557275694133784,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7604712140946642,1.0
Kepler-84 e,Kepler-84,1,5,2014.0,Transit,2.6,7.27,2.27,27.434389,0.181,0.0,88.99,672.0,0.04726,5.121,2454978.1254,48.29,6031.0,1.169,1.06,0.212,-0.07,4.323,3.98,1023.9,14.92,13.583,1.6292960326397223,0.003944310586371754,3.574858035365534e-05,0.0008342453662827287,0.09554104477594116,0.0005128564471727751,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6549395191430132,0.1
Kepler-84 f,Kepler-84,1,5,2014.0,Transit,2.2,5.48,2.83,44.552169,0.25,0.0,89.07,572.0,0.03621,5.86,2454993.29097,25.3,6031.0,1.169,1.06,0.212,-0.07,4.323,3.98,1023.9,14.92,13.583,1.6292960326397223,0.003232788800018771,3.574858035365534e-05,0.0006391879964684215,0.10932835820875125,0.00041336266294798776,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7252069257429823,0.5
Kepler-841 b,Kepler-841,1,1,2016.0,Transit,5.23,23.8,0.914,124.4198398,0.479,0.0,90.0,416.0,0.4107,3.6612,2454983.59602,1.648,5324.0,0.81,0.85,-0.36224,-0.09,4.56,4.47,998.961,15.791,14.464,0.43427017128316153,0.012874679591931816,4.587409405061566e-05,0.007249779346853928,0.06830597014912629,0.002558119394267841,G,0,0,0,0,1,0,0,0,0.0,0.0,0.49103028918351255,0.1
Kepler-842 b,Kepler-842,1,1,2016.0,Transit,1.6,3.19,4.28,1.21956827,0.0204,0.0,89.37,1252.0,0.04949,1.5672,2454966.460111,588.95,4848.0,0.73,0.78,-0.61238,-0.02,4.6,4.37,532.726,15.363,13.538,0.244129352918799,0.002381659465634548,0.004857360964371676,0.0008736098852588286,0.029238805970094702,0.0018343812235955177,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7208062881639614,1.0
Kepler-843 b,Kepler-843,1,1,2016.0,Transit,2.59,7.22,2.28,2.053879821,0.0313,0.0,87.74,1523.0,0.05467,2.1809,2454966.73495,890.333,5830.0,1.03,1.02,-0.04723,0.05,4.42,4.17,1165.66,15.354,14.088,0.8969536469118703,0.0018701091285246337,8.661696100549624e-06,0.0009650485436876169,0.04068843283574498,0.0003545752691808824,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5657115854377035,0.1
Kepler-844 b,Kepler-844,1,1,2016.0,Transit,1.68,3.46,4.01,2.613020856,0.0298,0.0,80.29,713.0,0.05997,1.93,2454966.11227,89.652,4128.0,0.57,0.59,-0.92083,-0.24,4.7,3.8,431.776,15.986,13.804,0.11999689264243872,0.002506759695418785,0.013329708673254476,0.0010586054721958365,0.036007462686499986,0.004423718693331112,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7820017590443508,1.0
Kepler-845 b,Kepler-845,1,1,2016.0,Transit,2.04,4.82,3.12,0.927859821,0.01668,0.0,76.15,1361.0,0.05153,1.4398,2454966.906037,772.498,4913.0,0.75,0.79,-0.60474,0.01,4.59,4.79,431.051,14.903,13.094,0.24846201329429216,0.0035777601879023024,0.013426700230688413,0.0009096204766091622,0.026861940298457346,0.004514058656396161,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6434958441620606,0.5
Kepler-846 b,Kepler-846,1,1,2016.0,Transit,2.48,6.71,2.42,19.80792185,0.1399,0.0,89.93,624.0,0.06163,3.524,2454972.37785,35.276,5579.0,0.91,0.94,-0.21715,0.0,4.5,4.37,1127.12,15.684,14.423,0.6065268064697658,0.0019683853206652153,1.2734445396877612e-05,0.0010879082082946375,0.06574626865659375,0.00038872291184370903,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6778785111262491,0.5
Kepler-847 b,Kepler-847,1,1,2016.0,Transit,1.18,1.76,5.89,2.343231895,0.0315,0.0,89.7,1054.0,0.02465,2.0391,2454966.20662,292.31,4940.0,0.77,0.83,-0.5065,0.15,4.58,3.89,513.103,14.998,13.24,0.31153008959737577,0.0017804762540785382,0.0059104695537562195,0.0004351279788165311,0.03804291044769022,0.0020115143464927475,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7979945108191158,1.0
Kepler-848 b,Kepler-848,1,1,2016.0,Transit,1.7,3.53,3.95,6.91134416,0.07586,0.0,88.37,1086.0,0.02017,5.6555,2454969.6481,794.778,5695.0,1.2,1.01,0.59369,0.15,4.28,8.32,1378.47,14.194,12.84,3.9236476490825916,0.0035070455094471363,1.0312901156807979e-06,0.0003560458958510926,0.10551305970129568,0.0003696320163809187,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7230065545938207,1.0
Kepler-849 b,Kepler-849,1,1,2016.0,Transit,8.08167508,298.75870258,3.09,394.62508,1.137,0.078,89.923,362.7,0.1651,24.01,2455010.8377,2.86,5950.0,1.822,1.259,0.57287,0.145,4.016,4.7,822.134,12.878,11.842,3.7399862024064494,0.14830068372104332,0.000268854558312046,0.0029143865842843524,0.4479477611931941,0.01326970841702707,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6479059508538633,0.1
Kepler-85 b,Kepler-85,1,4,2012.0,Transit,1.778,1.84,1.819493,8.3,0.07885,0.02,88.14,809.0,0.04022,3.8786,2454972.73847,107.028,5505.2,0.875,0.928,-0.2123,0.12,4.51,1.38,765.025,14.89,13.552,0.6133381797926233,0.0030059348449881494,0.00047592513286515343,0.0007099735216227538,0.07236194029837245,0.0005402892043232684,G,0,0,0,0,1,0,0,0,0.0,0.0,0.629561181580507,0.5
Kepler-85 c,Kepler-85,1,4,2012.0,Transit,1.978,2.15,1.527272,12.51,0.10363,0.027,88.14,706.0,0.0441,4.572,2454972.41628,61.929,5505.2,0.875,0.928,-0.2123,0.12,4.51,1.38,765.025,14.89,13.552,0.6133381797926233,0.003578423195824505,0.00047592513286515343,0.0007784642541910354,0.08529850746252743,0.0006026512409956517,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6059987723747015,0.5
Kepler-85 d,Kepler-85,1,4,2014.0,Transit,1.2,8.69679,4.4,17.91323,0.13,0.0,87.39,626.0,0.01978,4.51,2454968.53773,38.39,5436.0,0.893,0.947,-0.2123,0.12,4.494,1.38,765.025,14.89,13.552,0.6133381797926233,0.0015940963163076918,0.00047592513286515343,0.0003491615180929406,0.08414179104461914,0.0003481146584248462,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8450212045647698,1.0
Kepler-85 e,Kepler-85,1,4,2014.0,Transit,1.27,0.6,1.6,25.216751,0.163,0.0,88.74,559.0,0.01948,4.083,2454985.68815,24.318,5436.0,0.893,0.947,-0.2123,0.12,4.494,1.38,765.025,14.89,13.552,0.6133381797926233,0.0014937524909190575,0.00047592513286515343,0.0003438658428943621,0.07617537313418624,0.00033852588100955177,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6709719214679871,0.5
Kepler-850 b,Kepler-850,1,1,2016.0,Transit,1.78,3.82,3.72,7.19303878,0.0744,0.0,89.94,995.0,0.02553,3.435,2454969.0517,329.283,5932.0,1.09,1.06,0.17325,0.03,4.39,3.89,1661.28,15.611,14.372,1.4902186696759485,0.0008437507764680105,6.097511541629817e-08,0.000450661959399028,0.06408582089540282,0.00016187300862835458,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7214308897060718,1.0
Kepler-851 b,Kepler-851,1,1,2016.0,Transit,1.68,3.46,4.01,8.50699658,0.0802,0.0,86.53,900.0,0.02955,3.026,2454967.64306,103.828,5455.0,0.85,0.89,-0.273,-0.07,4.53,4.47,839.255,15.172,13.876,0.5333348954876209,0.0014474112606816746,0.0002265488416190843,0.0005216240070599795,0.05645522388049168,0.000295325429217421,G,0,0,0,0,1,0,0,0,0.0,0.0,0.751366529891837,1.0
Kepler-852 b,Kepler-852,1,1,2016.0,Transit,2.54,6.99,2.34,44.9309804,0.27967,0.0,89.42,565.0,0.044,6.498,2454973.20427,92.131,6100.0,1.16,1.19,0.827,0.22,4.38,1.48,1619.03,14.006,12.852,6.714288529259523,0.008110404782851577,9.303407621418706e-08,0.0007766990291248425,0.12123134328335591,0.0008447858446768328,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6805830023027105,0.1
Kepler-853 b,Kepler-853,1,1,2016.0,Transit,1.69,3.5,3.98,7.16892463,0.079,0.0,86.64,1187.0,0.01116,4.5907,2454968.67883,499.301,6350.0,1.55,1.3,0.51032,0.07,4.17,2.69,568.676,12.339,11.406,3.2383217741083237,0.00654943220479577,0.0033905606085785104,0.00019699911738711915,0.0856473880595417,0.0016132969752091907,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7127583753264836,1.0
Kepler-855 b,Kepler-855,1,1,2016.0,Transit,8.35,52.7,0.497,7.886631104,0.0762,0.0,89.78,996.0,0.66815,5.21906,2455193.514349,405.183,5835.0,1.03,1.03,0.33305,0.06,4.42,4.17,1506.58,15.157,13.737,2.1530295971487496,0.04885062422179404,2.864218823285961e-07,0.011794351279767353,0.09737052238787804,0.006511462356384692,G,0,0,0,0,1,0,0,0,0.0,0.0,0.325631150882292,0.1
Kepler-856 b,Kepler-856,1,1,2016.0,Transit,9.3,63.3,0.432,8.027680595,0.0787,0.0,88.52,824.0,0.87254,3.1401,2455193.171476,153.497,5535.0,0.93,0.96,-0.02166,0.12,4.49,4.27,1351.17,15.594,14.277,0.9513492935101299,0.030092417944044356,1.3550123354783336e-06,0.015402294792558866,0.05858395522377129,0.005638846108106952,G,0,0,0,0,1,0,0,0,0.0,0.0,0.31570955470442796,0.1
Kepler-857 b,Kepler-857,1,1,2016.0,Transit,6.8,37.2,0.65,85.35129427,0.3751,0.0,89.97,390.0,0.48748,6.7568,2454994.009326,5.747,5773.0,0.99,0.99,-0.07143,0.02,4.45,4.27,983.502,15.167,13.847,0.8483401077033599,0.03664606389590597,5.354329387526885e-05,0.008605119152676779,0.1260597014923021,0.0048521546197715345,G,0,0,0,0,1,0,0,0,0.0,0.0,0.4266512663617899,0.1
Kepler-858 b,Kepler-858,1,1,2016.0,Transit,4.87,21.1,1.0,76.13602028,0.33939,0.0,89.97,399.0,0.29495,7.9602,2455032.479049,6.338,5653.0,0.91,0.96,-0.1131,-0.04,4.5,3.39,298.532,12.568,11.297,0.7707259824155193,0.252005715242548,0.05052333349534557,0.005206531332735734,0.14851119402957366,0.03761983992019056,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5132957748211951,0.1
Kepler-859 b,Kepler-859,1,1,2016.0,Transit,3.09,9.75,1.82,20.38177573,0.13157,0.0,89.59,528.0,0.15971,3.7429,2454975.31445,14.897,5020.0,0.77,0.81,-0.55638,-0.02,4.59,4.57,839.903,15.977,14.424,0.2777282131508438,0.005252139125638564,0.00022508555130634783,0.002819240953216559,0.06983022388046674,0.0010778275194766348,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6268148320307478,0.1
Kepler-860 b,Kepler-860,1,1,2016.0,Transit,3.24,10.6,1.71,5.101379454,0.058,0.0,89.9,1050.0,0.08946,2.5932,2455190.4825,233.621,5836.0,1.06,1.04,-0.15726,0.09,4.4,4.27,1056.36,15.544,14.129,0.6962095880492649,0.003213267639399529,2.583966095687303e-05,0.0015791703442161003,0.04838059701483511,0.0005967270768592177,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5454297430071612,0.1
Kepler-861 b,Kepler-861,1,1,2016.0,Transit,2.28,5.82,2.7,3.949631375,0.0463,0.0,89.86,966.0,0.08072,1.5788,2454967.60939,197.29,5047.0,0.78,0.82,-0.42701,0.01,4.58,4.47,850.327,15.993,14.129,0.3741019741565905,0.0022622714363015506,0.000202804114092671,0.0014248896734308475,0.02945522388054206,0.0005381216472518633,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6536609864138412,0.5
Kepler-862 b,Kepler-862,1,1,2016.0,Transit,2.21,5.52,2.81,3.148664534,0.039,0.0,85.68,1097.0,0.05505,2.1794,2455189.93547,547.293,5333.0,0.84,0.88,-0.10252,0.04,4.54,4.79,1039.03,15.601,13.849,0.7897324800377368,0.002345988055474858,3.072911443014672e-05,0.0009717563989391496,0.040660447761118164,0.0004029887531681208,G,0,0,0,0,1,0,0,0,0.0,0.0,0.647424228896031,0.5
Kepler-863 b,Kepler-863,1,1,2016.0,Transit,2.9,8.75,1.97,15.59461874,0.122,0.0,89.35,718.0,0.08677,5.0872,2454970.56547,117.828,5678.0,0.95,0.96,0.21514,-0.03,4.46,3.8,1499.66,15.567,14.206,1.6411187221092183,0.004066389763612077,3.069441585125128e-07,0.0015316857899355133,0.09491044776101695,0.0006520892787007376,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6151547520324253,0.1
Kepler-864 b,Kepler-864,1,2,2016.0,Transit,2.4,6.35,2.52,5.83376092,0.0687,0.0,84.6,1143.0,0.05329,3.8589,2454971.74873,464.765,5754.0,1.0,1.0,0.2078,0.04,4.44,4.68,2022.9,15.898,14.676,1.613615288393964,0.0014108390844673325,1.6392942878627716e-09,0.0009406884377741559,0.07199440298494031,0.0003080653676218928,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6190883481852613,0.5
Kepler-864 c,Kepler-864,1,2,2023.0,Transit,1.62,3.26,4.21,2.42150341,0.0382,0.0,84.11,1532.0,0.01715,2.965,2454966.83517,1305.04,6213.0,1.195,1.27,0.2078,0.36,4.387,0.3,2022.9,15.898,14.676,1.613615288393964,0.0003979939526741178,1.6392942878627716e-09,0.0003027360988520693,0.05531716417900127,9.437885234693803e-05,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6899448773799136,1.0
Kepler-865 b,Kepler-865,1,2,2016.0,Transit,2.49,6.76,2.41,14.16399294,0.1057,0.0,89.94,694.0,0.07281,4.3241,2454973.5901,46.362,5570.0,0.92,0.93,-0.29754,-0.01,4.49,4.27,586.137,14.635,13.154,0.5040341936999025,0.008289701557580796,0.0028473401533624914,0.0012852603706949952,0.08067350746253604,0.0018159132201231326,G,0,0,0,0,1,0,0,0,0.0,0.0,0.665235071551504,0.5
Kepler-865 c,Kepler-865,1,2,2023.0,Transit,0.89,0.64,4.99,6.20920207,0.061,0.0,89.11,914.0,0.01019,2.637,2454969.87938,164.98,5440.0,0.885,0.782,-0.29754,-0.24,4.438,4.27,586.137,14.635,13.154,0.5040341936999025,0.0009060021930101527,0.0028473401533624914,0.00017987643424504876,0.04919776119393806,0.0009671912863116584,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8176452048681544,1.0
Kepler-866 b,Kepler-866,1,1,2016.0,Transit,1.63,3.29,4.17,2.617032536,0.0331,0.0,89.15,996.0,0.04994,2.0451,2454967.03179,196.127,4751.0,0.71,0.75,-0.70483,-0.07,4.62,4.27,646.667,16.124,14.169,0.19731949713488414,0.0015353444109134232,0.0015543932537648213,0.0008815533980566962,0.038154850746197476,0.0007731393144456358,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7464680191294384,1.0
Kepler-867 b,Kepler-867,1,1,2016.0,Transit,4.64,19.4,1.07,150.242127,0.5375,0.0,89.81,327.0,0.23785,10.979,2454971.28724,2.72,5541.0,0.91,0.92,0.11686,-0.02,4.49,5.89,1195.54,15.098,13.602,1.308759960626172,0.02856173256062307,6.42444700594994e-06,0.004198587819939632,0.20483208955185664,0.0032695109219879033,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5416387657141246,0.1
Kepler-868 b,Kepler-868,1,1,2016.0,Transit,2.05,4.86,3.1,5.03251791,0.0575,0.0,72.3,1047.0,0.04391,3.3066,2454970.33295,417.034,5614.0,0.89,0.93,0.06838,-0.08,4.51,3.89,1593.13,15.872,14.531,1.1705231301397105,0.0012298560101325071,1.2053809414404985e-07,0.0007751103265652689,0.06169029850734759,0.00025960110119577884,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6745958511888321,0.5
Kepler-869 b,Kepler-869,1,1,2016.0,Transit,3.61,12.7,1.48,40.4287755,0.2244,0.0,87.92,494.0,0.09161,7.553,2454972.50229,17.234,5664.0,0.95,0.97,-0.11047,0.02,4.47,4.79,939.455,15.122,13.741,0.7754075047624748,0.008027912411805808,8.317614250461503e-05,0.001617122683139246,0.1409141791042147,0.0010307833134759964,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5846499959368672,0.1
Kepler-87 b,Kepler-87,1,2,2013.0,Transit,13.49,324.2,0.729,114.73635,0.481,0.036,89.274,478.0,0.485,11.878,2454998.150671,9.203,5600.0,1.82,1.1,0.32604,-0.17,3.96,7.5,1232.9,14.681,13.389,2.1185562525047095,0.07370779156873677,4.421639513483757e-06,0.008561341571035197,0.22160447761152685,0.007979063557526832,G,0,0,0,0,1,0,0,0,0.0,0.0,0.38229298045231896,0.1
Kepler-87 c,Kepler-87,1,2,2013.0,Transit,6.14,6.4,0.152,191.2318,0.676,0.039,89.588,403.0,0.10612,16.942,2455119.22034,4.656,5600.0,1.82,1.1,0.32604,-0.17,3.96,7.5,1232.9,14.681,13.389,2.1185562525047095,0.01926103320809989,4.421639513483757e-06,0.0018732568402438248,0.31608208955164907,0.0020132457676484026,G,0,0,0,0,1,0,0,0,0.0,0.0,0.26509955964392284,0.1
Kepler-870 b,Kepler-870,1,1,2016.0,Transit,2.78,8.15,2.08,21.3587621,0.1539,0.0,89.81,691.0,0.06401,5.905,2454968.07113,54.869,5857.0,1.02,1.01,0.04289,-0.01,4.43,3.8,1259.46,15.326,14.072,1.1037990094671581,0.0036564343327054145,3.390273369000415e-06,0.0011299205648700266,0.11016791044755565,0.0005378133162783961,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6316501286806924,0.1
Kepler-871 b,Kepler-871,1,1,2016.0,Transit,3.74,13.5,1.42,22.0459018,0.1572,0.0,87.53,640.0,0.08048,5.06,2454969.47832,79.722,5993.0,1.14,1.11,0.30895,0.09,4.37,3.47,1976.05,15.882,14.469,2.036807568069341,0.002952318623680982,2.61892999878669e-09,0.0014206531332719846,0.09440298507445073,0.000535090770731666,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5523048215305881,0.1
Kepler-872 b,Kepler-872,1,1,2016.0,Transit,1.99,4.62,3.22,2.578855068,0.0362,0.0,84.69,1230.0,0.03552,2.3296,2454966.22337,553.056,5902.0,1.08,1.05,-0.14573,0.04,4.4,4.17,879.683,15.242,13.794,0.7149406651026818,0.0016463176563896865,0.00015121165709523039,0.0006270079435116911,0.04346268656708309,0.00031070893181463373,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6628351453703049,0.85
