round,planet_idx,planet_name,mu_before,sigma_before,mu_after,sigma_after,delta,sigma_reduction,weather,detectability,snr_effective,cost_hrs,obs_number
18,315,Gl 410 b,0.5602820008041515,0.0542672169011609,0.6615149211538188,0.03587618862164935,0.10123292034966735,0.01839102827951155,0.773,0.266256059288618,0.0020581593383010174,0.897539471994,1
18,86,CD-35 2722 b,0.4600564435838091,0.10400518679329526,1.0,0.06765826453116842,2.897695364093974,0.03634692226212684,0.773,0.2398194802398556,0.001853804582254084,0.9443452245042988,1
18,988,HD 3167 b,0.9163409852818243,0.06012917689235567,0.3410387684770806,0.03857626348853167,-0.5753022168047437,0.021552913403823995,0.773,0.2173912173033562,0.007024558130828885,1.0167433193778053,1
18,85,CD Cet b,0.9447782444581966,0.021953408706341646,0.05308381810783702,0.014592506178587017,-0.8916944263503596,0.007360902527754629,0.773,0.2752585876734145,0.002127748882715494,0.9972334425424249,1
18,176,GJ 1137 c,0.7022035728789295,0.07290312340946578,0.9449862178466082,0.04700992883913792,0.2427826449676787,0.025893194570327863,0.773,0.2255684080674834,0.001743643794361647,0.9687167773195995,1
18,5422,WASP-77 A b,0.6259737338557059,0.08350784355990029,0.40049244380325555,0.06674501519609198,-0.22548129005245035,0.01676282836380831,0.773,0.611666050959503,0.47281785739169585,1.2948615476801968,1
18,3720,Kepler-444 b,0.8968193272194812,0.05593899791101163,1.0,0.03578141318882466,0.25767100614634486,0.02015758472218697,0.773,0.2126264826439205,0.0016436027108375057,0.9994435362804341,1
19,1672,KELT-24 b,0.660304237280902,0.054286258084732364,0.6684713546753689,0.04347132365888311,0.00816711739446683,0.010814934425849257,0.77,0.6169487984892587,0.4750505748367292,1.0018361514382754,1
19,5341,WASP-18 b,0.6304487417624982,0.0800064084747882,0.5451514026316783,0.06323515986207173,-0.08529733913081997,0.016771248612716463,0.77,0.5909404611318899,0.35715233042591515,1.276650315268098,1
19,5095,TOI-544 b,0.7383394492956242,0.10605478021523145,1.0,0.06854845977412896,1.184242353396108,0.037506320441102484,0.77,0.2308738822289343,0.007763081331515779,1.0692517665412011,1
19,180,GJ 1214 b,0.6048623728464946,0.08524995530416155,0.20257177139881277,0.06079701527782621,-0.4022906014476818,0.024452940026335336,0.77,0.3979046085980277,0.05659689746880456,1.1257914866476355,1
19,5202,TOI-784 b,0.8161120266291488,0.12007957707155996,0.975679251984657,0.07580055431687167,0.15956722535550816,0.044279022754688285,0.77,0.1931316891151953,0.007321283614133582,1.1005183209810725,1
19,316,Gl 49 b,0.7568794459928502,0.0586983001074563,0.0,0.03890173714295875,-0.971078024355121,0.019796562964497555,0.77,0.2718510958470309,0.002093253438022138,0.8872928960655075,1
19,3724,Kepler-444 f,0.9173141879885646,0.04046283423588255,0.5725194267638679,0.025960791539740617,-0.34479476122469666,0.014502042696141935,0.77,0.2189899348374435,0.0024584863825739983,0.9846810362804341,1
20,5062,TOI-5082.01,0.5719342309714283,0.05835283106656242,0.9052998692027163,0.04071290475342694,0.3333656382312881,0.017639926313135483,0.744,0.3722557631431016,0.06759518925811062,0.7861261522062197,1
20,556,HD 115404 A b,0.5260789270919561,0.047497509378076654,0.0,0.031173559563798234,-1.6388049899881016,0.01632394981427842,0.744,0.2687996951829099,0.0019998697321608498,0.892898085502915,1
20,716,HD 162020 b,0.5334174148781006,0.09958699912052199,1.0,0.06343372864757757,1.6435784982576547,0.03615327047294442,0.744,0.220419924482535,0.0016399242381500605,0.9774115864428485,1
20,563,HD 118203 b,0.6554099123290633,0.058304593129616646,0.5728540575885348,0.046471310656512665,-0.08255585474052857,0.01183328247310398,0.744,0.6206093366779236,0.46173334648837516,1.2988126894578678,1
20,4918,TOI-270 d,0.9170453527092866,0.06447909037547891,1.0,0.04352466244597126,0.4235399286899317,0.020954427929507656,0.744,0.3155494905602558,0.02427161609724685,1.1144417328603222,1
20,333,HAT-P-2 b,0.6095538748348164,0.08290940886872915,0.7743228509369757,0.06492121670589508,0.16476897610215932,0.017988192162834066,0.744,0.5855949699715364,0.4356826576588231,1.3092470225713169,1
20,5373,WASP-33 b,0.6420738032281634,0.042436448352761905,0.7379105260561327,0.033353550036918804,0.09583672282796935,0.0090828983158431,0.744,0.5929117286901816,0.44112632614549513,1.2394437510930487,1
21,591,HD 130322 b,0.4759496942372506,0.10723590356251399,0.0,0.06814257010210739,-1.2895824164440879,0.039093333460406596,0.741,0.2181136974260481,0.0016162224979270165,0.7312904024296515,1
21,260,GJ 504 b,0.5098339792461495,0.06551890408087932,1.0,0.04251552658408101,2.300135408570175,0.02300337749679831,0.741,0.2517618181921218,0.0018655550728036224,0.9234975705335845,1
21,5517,ups And b,0.47657380063340593,0.05728614093675675,1.0,0.0374161645743809,1.54567407158448,0.01986997636237585,0.741,0.2623628514044924,0.0019441087289072886,0.9045911411001998,1
21,164,G 196-3 b,0.4832492282928218,0.08532451269029387,1.0,0.05500901580156465,1.6435825343605355,0.03031549688872922,0.741,0.2412588623457274,0.0017877281699818402,0.9540050034654891,1
21,4479,LHS 1678 b,0.9490411662051895,0.040503144428715214,0.13472878887692163,0.026410833761318437,-0.8143123773282679,0.014092310667396777,0.741,0.2596718134379059,0.003580003520558964,1.0367943663188732,1
21,174,GJ 1132 b,0.9612821901292354,0.0198638024247375,0.6134486908546046,0.013286937811649392,-0.34783349927463086,0.006576864613088106,0.741,0.3017550808175614,0.011230864399737205,1.0361708089882065,1
21,5093,TOI-540 b,0.9398707434640723,0.06066531387258605,0.2801803115629301,0.04002425405326048,-0.6596904319011422,0.02064105981932557,0.741,0.2788879079453249,0.004918259820063636,1.108151669035549,1
21,306,GJ 9827 c,0.9496047359939281,0.01359697245682783,1.0,0.01,0.46663922589828916,0.0035969724568278294,0.741,0.2496825458123621,0.006771481759819461,0.9658271376794914,1
22,5425,WASP-8 b,0.6561467087440948,0.05015161193094372,0.7264049414172304,0.04080552903187992,0.07025823267313565,0.009346082899063794,0.815,0.626608549096443,0.5106859675136011,1.0671513847003833,1
22,1669,KELT-20 b,0.6103990255498227,0.06413301875265366,0.5722293777977634,0.051018900971522146,-0.03816964775205935,0.013114117781131515,0.815,0.5812922775119295,0.4737532061722225,1.293783411622428,1
22,4689,TOI-1431 b,0.6049595753626961,0.05695695987880931,0.7401971938773808,0.045046328355384434,0.13523761851468474,0.011910631523424878,0.815,0.5697091264716446,0.46431293807439034,1.267979792483969,1
22,216,GJ 3222 b,0.5149418570967739,0.062176996847455694,1.0,0.041222974968714986,1.0343374503389957,0.02095402187874071,0.815,0.2499849646506302,0.002037377461902636,0.9266276574172227,1
22,1322,HS Psc b,0.49586231821020194,0.13490725515455698,0.7282962417393617,0.08706138936407731,0.23243392352915973,0.04784586579047967,0.815,0.205856325134907,0.001677729049849492,1.0661175091243589,1
22,4770,TOI-1801 b,0.7963103527755356,0.07675533978191802,0.5272897963769113,0.051849081914278145,-0.2690205563986243,0.024906257867639878,0.815,0.2812776818393004,0.01898878525318527,1.1033518207695439,1
22,712,HD 160691 d,0.5232710063505681,0.051973745325769864,0.0,0.03459731385983068,-2.6937150397964595,0.01737643146593918,0.815,0.2566726338450195,0.0020918819658369086,0.914790451339678,1
23,249,GJ 422 b,0.75620060598495,0.16137752555689341,0.1665820804861905,0.11004769942207455,-0.5896185254987595,0.05132982613481886,0.881,0.2643176169871529,0.002328638205656817,0.6510582589994421,1
23,1660,KELT-11 b,0.6051753375833974,0.07653448617058795,0.6936580112304471,0.06283851638345218,0.0884826736470497,0.013695969787135762,0.881,0.6121209662984872,0.5392785713089673,1.3737314937917675,1
23,5235,TWA 7 b,0.4084858898113032,0.1117911075103579,0.0,0.07396278830759351,-2.8507854796782586,0.03782831920276439,0.881,0.2135400653231867,0.001881287975497275,0.9889564709828712,1
23,994,HD 330075 b,0.42997415333278194,0.13056563859862289,0.10342318848096405,0.0851923838152942,-0.3265509648518179,0.04537325478332868,0.881,0.1907175379693035,0.0016802215095095639,1.0268319121337388,1
23,4663,TOI-128.01,0.7104402794377659,0.10822448162503574,0.0,0.07170829171693734,-0.8728288125967605,0.036516189908098406,0.881,0.2159711292724024,0.016925711380209475,1.0907145313242808,1
23,258,GJ 480 b,0.5624463587202203,0.04159710920454201,0.4001564723566079,0.028297568490228436,-0.16228988636361244,0.013299540714313572,0.881,0.2601932111005089,0.0022923021897954836,0.908494638007539,1
23,329,HAT-P-17 b,0.6458394111997544,0.06789406320934804,0.6645748648215523,0.05607762417809663,0.01873545362179786,0.011816439031251416,0.881,0.6243942458040842,0.4777517206167645,1.3829161586861005,1
24,188,GJ 163 b,0.5614669773548062,0.043580065746054934,0.7893571226663445,0.029719526995221592,0.22789014531153823,0.013860538750833342,0.894,0.2578808030947005,0.0023054543796666225,0.6626351041344121,1
24,791,HD 190007 b,0.540892851241852,0.04992296117451631,0.0,0.0341709259806617,-2.0259720014337086,0.01575203519385461,0.894,0.2641828493711527,0.0023617946733781054,0.9013023225268436,1
24,1302,HIP 94235 b,0.5214817778627285,0.0937796358344742,0.36690913747309906,0.06536595469055141,-0.15457264038962948,0.028413681143922787,0.894,0.2955412806551526,0.04667634814801205,1.085375182880167,1
24,704,HD 15906 b,0.7339539859640487,0.06754341004915347,0.7501500362451768,0.0456125135445163,0.01619605028112818,0.02193089650463717,0.894,0.2412666092562781,0.015099782454451854,1.0245759877530176,1
24,1677,KELT-7 b,0.6080766115779355,0.045728474691056446,0.6902752441950523,0.03706578091574625,0.08219863261711681,0.008662693775310197,0.894,0.5794059301214539,0.5179889015285798,1.291513481719806,1
24,1099,HD 63454 b,0.4278402877237774,0.10857579848584863,1.0,0.07178148577174544,1.1364417072078914,0.03679431271410319,0.894,0.2057966354560397,0.0018398219209769951,1.0018667393496492,1
24,281,GJ 724 b,0.5473487645952262,0.046587686343181785,0.10072759104739182,0.03168309320606314,-0.44662117354783437,0.014904593137118644,0.894,0.2531860197925472,0.002263483016945372,0.9209810440969785,1
24,934,HD 238090 b,0.5821379674585536,0.0801939251710177,1.0,0.05467959517382822,1.477155737474852,0.02551432999718948,0.894,0.2576052758117635,0.0023029911657571657,0.9131271116178975,1
25,27,51 Peg b,0.4354125530305811,0.0545363002863676,0.46037822978174175,0.037183367526816544,0.024965676751160678,0.017352932759551055,0.895,0.257023745265465,0.0023003625201259118,0.6641646284901787,1
25,244,GJ 3998 c,0.7319522970851616,0.07035190276159012,1.0,0.047775012844147424,0.8161205359974378,0.022576889917442694,0.895,0.2502157322257616,0.0022394308034205663,0.9262217301821237,1
25,692,HD 155918 b,0.471638780771735,0.07848587118266047,0.7735213044094627,0.05259283845579183,0.30188252363772766,0.025893032726868638,0.895,0.2277326776558393,0.0020382074650197616,0.9650458487654717,1
25,288,GJ 86 b,0.5471255986352115,0.09995840865139695,0.03462521078748115,0.06864473568243948,-0.5125003878477303,0.03131367296895747,0.895,0.2693324458284616,0.0024105253901647314,0.8919224364282369,1
25,1312,HR 2562 b,0.45790293822099265,0.09463609834305459,0.8382169797172042,0.06287682701242062,0.38031404149621156,0.03175927133063397,0.895,0.2135159366591004,0.0019109676330989484,0.98899682742916,1
25,629,HD 1397 b,0.6467189527729803,0.06336407322961853,0.6781797082889313,0.05281011399633973,0.031460755515951004,0.010553959233278794,0.895,0.636098453534016,0.5693081159129443,1.3940599441335697,1
25,654,HD 1461 c,0.7199678545418419,0.08150536794918437,0.6470070237949812,0.05492750428907766,-0.0729608307468606,0.026577863660106706,0.895,0.2372818024489798,0.002123672131918369,0.9487217891674086,1
25,1200,HD 93385 b,0.8862975447919953,0.06265479366961205,1.0,0.04115106072112029,0.47998719936831064,0.021503732948491755,0.895,0.1944757496176548,0.0017405579590780104,1.0206251583140316,1
26,1144,HD 75289 b,0.42110594996596457,0.08531777651648703,0.0,0.0576823001118753,-0.8059451446956296,0.027635476404611732,0.932,0.224219273961289,0.0020897236333192134,0.7210002122995798,1
26,1030,HD 39855 b,0.5376717439860417,0.059575729244854485,0.8332023460837394,0.04060065423582349,0.29553060209769777,0.018975075009030992,0.932,0.2377413872416064,0.0022157497290917717,0.9479304494094011,1
26,615,HD 136352 c,0.7200673254110374,0.08815565629148814,0.7753660005945806,0.07846770433338306,0.055298675183543304,0.009687951958105082,0.932,0.759260058013983,0.7076303740690322,0.9626963184119917,1
26,132,DMPP-1 d,0.7287003497400734,0.11290513262997653,0.0,0.07345680803347608,-1.2878540333648854,0.03944832459650045,0.932,0.1605161362109138,0.0014960103894857166,1.0767158470267482,1
26,5148,TOI-620 b,0.5697385064971984,0.06421632582895578,0.4874525424596218,0.04615164896982326,-0.08228596403757661,0.018064676859132524,0.932,0.3307256914056041,0.04830788457713719,1.084345429736521,1
26,5378,WASP-38 b,0.5992669937719549,0.06927263247085369,0.6576561692508468,0.05667193146644203,0.05838917547889185,0.012600701004411657,0.932,0.5792496694956201,0.46348963749478406,1.387845614401145,1
26,4989,TOI-411 b,0.8533816190191778,0.10350977117659912,1.0,0.06844518777371622,1.571682928197515,0.035064583402882904,0.932,0.1871093392367072,0.00647212198732455,1.1221060091741668,1
27,275,GJ 682 b,0.9665787581788906,0.056480390746617,0.5533981255157601,0.03725106967775714,-0.4131806326631306,0.019229321068859863,0.727,0.2853496797443083,0.002074492171741121,0.6119629850422124,1
27,952,HD 2638 b,0.40695199799523846,0.13161131176066548,0.0,0.08089623809084502,-0.5826690637946746,0.05071507366982046,0.727,0.173150554740204,0.001258804532961283,1.0558062314901635,1
27,798,HD 191939 b,0.5494878039003787,0.0598787913009686,1.0,0.040823869084128335,0.6980259074863652,0.019054922216840263,0.727,0.340937756556217,0.05636404041705798,1.0910384017463293,1
27,5090,TOI-5388.01,0.9486443150408492,0.03516370849329881,0.0,0.02284392510370421,-1.0762880075610735,0.012319783389594604,0.727,0.2606123364489275,0.0028619200492028874,1.040425517063349,1
27,182,GJ 1265 b,0.5814797869431144,0.06426705122877194,1.0,0.04201180006681584,0.4368181976051248,0.022255251161956098,0.727,0.2707666756743705,0.0019684737321526737,1.0325396512906462,1
27,267,GJ 625 b,0.9598399223012606,0.019820592969431627,0.9490330113708187,0.013039552562613663,-0.01080691093044184,0.006781040406817963,0.727,0.2811975858295403,0.002044306448980758,0.8698525167814712,1
27,5419,WASP-74 b,0.5662976409894714,0.06156031182115513,0.8589552507008288,0.0469069668905138,0.29265760971135735,0.014653344930641327,0.727,0.5414191558185982,0.25528114429800247,1.3424099973345731,1
27,847,HD 20794 b,0.9322074062119803,0.06779044176374088,1.0,0.044633810014170355,0.858786015625346,0.023156631749570528,0.727,0.2825215058682385,0.0020539313476620937,0.8673468314129275,1
28,4827,TOI-2128 b,0.8564784242546483,0.09585320201196826,0.8843774626749984,0.07145970864568969,0.027899038420350148,0.024393493366278565,0.821,0.4532799036897901,0.12568971240407828,0.8604614625554003,1
28,742,HD 169142 b,0.3115546635359198,0.2109735206733634,1.0,0.12716051383168803,1.1422397189444757,0.08381300684167536,0.821,0.0963302579611682,0.000790871417861191,1.1889537589554835,1
28,1671,KELT-23 A b,0.6328460086964756,0.05621083302446654,0.5721007109103194,0.04501262678694995,-0.06074529778615613,0.011198206237516592,0.821,0.5914551554838896,0.3393644941684085,1.408392853699273,1
28,5431,WASP-84 b,0.6319738032403888,0.0645302233093968,0.679669627748455,0.050868035131572745,0.047695824508066156,0.013662188177824053,0.821,0.5602058383976416,0.2817103325332684,1.3976573876464076,1
28,1119,HD 69830 b,0.542754562249733,0.026789777911886255,0.0,0.01795014403336248,-1.3872288747856265,0.008839633878523774,0.821,0.2645926503013533,0.0021723056589741108,0.9005599446881841,1
28,4505,MASCARA-4 b,0.5862202310027036,0.054721668228263395,0.583351127455929,0.043078905561232304,-0.002869103546774658,0.011642762667031091,0.821,0.5575917521344094,0.4577828285023501,1.3608456217226277,1
28,290,GJ 876 c,0.739107510909851,0.208809430675998,0.6938879130981295,0.14172291111314636,-0.04521959781172159,0.06708651956285164,0.821,0.2862972980714249,0.0023505008171663985,0.8601493344569253,1
29,1668,KELT-2 A b,0.6353767788421618,0.037960054973470596,0.6414252317483334,0.02934075358521794,0.006048452906171657,0.008619301388252655,0.704,0.5803439867067838,0.40856216664157574,1.1064683759704739,1
29,208,GJ 3082 b,0.559156850667252,0.047049757055947675,0.0,0.0302260175165373,-1.1396564447660287,0.016823739539410375,0.704,0.2540666094723413,0.0017886289306852823,0.9194215770552169,1
29,823,HD 203030 b,0.4579884183010749,0.09149056704837397,1.0,0.056892834414702394,1.3342049753001306,0.03459773263367157,0.704,0.2026092960769754,0.0014263694443819067,1.0071598663044807,1
29,1101,HD 63935 b,0.5667843305339177,0.05120905961522144,0.0,0.03497746618711795,-0.6116952086962858,0.016231593428103486,0.704,0.3555819420398619,0.05914925193665429,1.1091272812420563,1
29,30,55 Cnc b,0.4704316599307513,0.08121766032791217,1.0,0.052516080102493944,1.83058814801825,0.028701580225418223,0.704,0.2645228070613871,0.0018622405617121649,0.9006865182697447,1
29,241,GJ 3942 b,0.5588201219322826,0.03436249743073453,0.12318153750816685,0.022064571527343646,-0.43563858442411574,0.012297925903390884,0.704,0.2532799692324337,0.0017830909833963329,0.9208147937986491,1
29,317,Gl 686 b,0.762526639700251,0.053409602794317355,0.8796623882076412,0.03479100848887455,0.11713574850739021,0.018618594305442805,0.704,0.2764996830465205,0.0019465577686475042,0.8786717510830301,1
29,5465,Wolf 503 b,0.711898150839869,0.06808501586378009,0.4084070716894773,0.04299221586559547,-0.30349107915039164,0.025092799998184617,0.704,0.226622525094633,0.0075120152235932545,1.0450722437180886,1
30,476,HD 102195 b,0.43115808455093635,0.07028935961545033,0.0,0.044766457244415504,-0.7873776168587876,0.02552290237103482,0.737,0.2237202695162758,0.0016488183863349526,0.7218438625112387,1
30,334,HAT-P-20 b,0.5637175765547361,0.09571240015863969,1.0,0.06670176338296081,0.4552875148124306,0.029010636775678875,0.737,0.3737445595451885,0.08458882070666346,1.2836229749956796,1
30,239,GJ 3929 c,0.8156983630477456,0.10368522523529924,0.9367926573236204,0.06738007591668338,0.12109429427587479,0.036305149318615865,0.737,0.256130601027621,0.0018876825295735665,1.0198556931477776,1
30,314,Gl 378 b,0.5506664399516958,0.027992932285463522,1.0,0.018215895762793068,2.043369320100268,0.009777036522670455,0.737,0.2583299062985639,0.0019038914094204158,0.9118325391392627,1
30,4887,TOI-244 b,0.9468678082706645,0.030613424277712985,0.28015507608775836,0.020133301357704025,-0.6667127321829062,0.01048012292000896,0.737,0.2756562674484409,0.009690314114258126,1.0544166512252227,1
30,990,HD 3167 d,0.8890790549658946,0.06412852388951008,0.18157005432751017,0.03989968772046071,-0.7075090006383844,0.024228836169049375,0.737,0.1869579031479686,0.0013778797462005285,1.033034986044472,1
30,4700,TOI-1467 b,0.890937803909378,0.0923235229424072,1.0,0.0591786754873099,1.23257406139342,0.0331448474550973,0.737,0.233980971296623,0.006456814680986456,1.190451793798456,1
