,pl_name,hostname,pl_rade,pl_eqt,pl_orbsmax,st_teff,spectral_class,detectability,priority_score,pred_priority,uncertainty,scientific_gain,pred_str
1,GJ 1002 b,GJ 1002,1.03,230.9,0.0457,3024.0,M,0.2858010029198117,0.9981286129967588,0.9921427630588755,0.01111230014910766,0.0031759065273609423,0.992 +/- 0.011
2,GJ 1002 c,GJ 1002,1.1,181.7,0.0738,3024.0,M,0.2858010029198117,0.9976132353746442,0.9912387844216357,0.011545450944842047,0.0032997014591973446,0.991 +/- 0.012
3,TRAPPIST-1 f,TRAPPIST-1,1.045,217.7,0.03849,2566.0,M,0.2833826979602099,0.9999696580872124,0.9910168138721385,0.011462721404088072,0.003248336917456723,0.991 +/- 0.011
4,GJ 1061 d,GJ 1061,1.16,221.37755333680545,0.054,2953.0,M,0.2891815451091257,0.9990602258746768,0.9909385295715971,0.011763816173718796,0.0034018785374957243,0.991 +/- 0.012
5,Teegarden's Star c,Teegarden's Star,1.02,209.0,0.0455,3034.0,M,0.2887249990342292,0.9996583228815322,0.9907497607572062,0.011906972924488467,0.003437840746123526,0.991 +/- 0.012
6,TRAPPIST-1 g,TRAPPIST-1,1.129,197.3,0.04683,2566.0,M,0.2872788277324754,0.9979106645232064,0.9905995690860332,0.01622038146349159,0.004659772172205438,0.991 +/- 0.016
7,Proxima Cen b,Proxima Cen,1.02,218.0,0.04848,2900.0,M,0.2961217166366913,0.9986011586049954,0.9882950325191918,0.013407001770143468,0.0039701043791260425,0.988 +/- 0.013
8,Wolf 1069 b,Wolf 1069,1.08,250.1,0.0672,3158.0,M,0.2725844228254213,0.998422092113005,0.9866241304343877,0.01561213908134799,0.0042556259205594445,0.987 +/- 0.016
9,TRAPPIST-1 e,TRAPPIST-1,0.92,249.7,0.02925,2566.0,M,0.2785054985135028,0.9983075199464132,0.9865480190948213,0.019073014637040104,0.00531193944964419,0.987 +/- 0.019
10,LHS 1140 b,LHS 1140,1.73,226.0,0.0946,3096.0,M,0.3560085189608912,1.0,0.9798693089624334,0.03891100526449967,0.013852649355493967,0.980 +/- 0.039
11,TOI-700 d,TOI-700,1.073,268.8,0.1633,3459.0,M,0.2354418583669683,0.9966055497361044,0.9786409321011259,0.026890042231973495,0.006331041514662099,0.979 +/- 0.027
12,GJ 273 b,GJ 273,1.51,267.51649054386075,0.091101,3382.0,M,0.2827511337336298,0.9812948491442706,0.9780841882674661,0.010034370004950482,0.0028372294952024773,0.978 +/- 0.010
13,Teegarden's Star b,Teegarden's Star,1.05,277.0,0.0259,3034.0,M,0.2887249990342292,0.9800753944639992,0.9769276465616622,0.014093659968433831,0.004069191960774813,0.977 +/- 0.014
14,Teegarden's Star d,Teegarden's Star,0.954,159.0,0.0791,3034.0,M,0.2887249990342292,0.9619611228001808,0.9745112479560555,0.032250254801839864,0.00931145478651486,0.975 +/- 0.032
15,GJ 251 c,GJ 251,1.8,216.0,0.196,3342.0,M,0.2837168615981652,0.9998569260031384,0.9737298092244273,0.046308402468746554,0.013138474614057498,0.974 +/- 0.046
16,L 98-59 f,L 98-59,1.48,285.0,0.1052,3415.0,M,0.2697750529855427,0.9779371676189292,0.9727996064631187,0.01756953008678199,0.004739820910092699,0.973 +/- 0.018
17,Wolf 1061 c,Wolf 1061,1.66,273.76967919623274,0.089,3342.0,M,0.2873564050173818,0.9711786922402872,0.9725609356916448,0.00845049496653337,0.0024283038542005095,0.973 +/- 0.008
18,GJ 1061 c,GJ 1061,1.19,278.1745602695227,0.0342,2953.0,M,0.2891815451091257,0.9675450756212493,0.9714026478823314,0.00996912839668624,0.0028828879531449876,0.971 +/- 0.010
19,TRAPPIST-1 d,TRAPPIST-1,0.788,286.2,0.02227,2566.0,M,0.2743358349667879,0.975526044194751,0.9710958276734891,0.026654499841335902,0.007312284469595,0.971 +/- 0.027
20,TOI-700 e,TOI-700,0.953,272.9,0.134,3459.0,M,0.2292975139163905,0.9711690373058864,0.9700043026831691,0.02058773111343878,0.004720715561490635,0.970 +/- 0.021
21,TRAPPIST-1 h,TRAPPIST-1,0.755,171.7,0.06189,2566.0,M,0.2754126252898152,0.9600594288177507,0.9692767269856677,0.04187123258461049,0.01153186609024803,0.969 +/- 0.042
22,HN Lib b,HN Lib,2.2,234.4,0.1417,3347.0,M,0.2818396450574715,0.9967416585145256,0.9692032283270255,0.060086415845569494,0.016934734114690937,0.969 +/- 0.060
23,GJ 682 b,GJ 682,1.93,257.8751305921345,0.08,3028.0,M,0.2853496797443083,0.9985449274040896,0.9665787581788904,0.056480390746617,0.016116661411380555,0.967 +/- 0.056
24,Proxima Cen d,Proxima Cen,0.692,282.0,0.02881,2900.0,M,0.2961217166366913,0.9658166384839774,0.9665584128640595,0.024766824051032425,0.007333994453630614,0.967 +/- 0.025
25,Ross 128 b,Ross 128,1.11,301.0,0.0496,3192.0,M,0.2900452875217167,0.9675019851675885,0.9657279887140529,0.019519364147204295,0.005661499586316958,0.966 +/- 0.020
26,G 261-6 b,G 261-6,1.1,322.3,0.02971,2907.0,M,0.2697553601254729,0.9650671762142944,0.9653106469917226,0.009755607838241392,0.002631627505647693,0.965 +/- 0.010
27,K2-72 e,K2-72,1.29,261.9139241774622,0.106,3360.47,M,0.1543868514028116,0.9700163074841104,0.9651806306894999,0.029933188166934768,0.004621290673540957,0.965 +/- 0.030
28,TRAPPIST-1 c,TRAPPIST-1,1.097,339.7,0.0158,2566.0,M,0.2820110300512901,0.9642431327171638,0.9643612489483706,0.027485110987907062,0.007751104460773701,0.964 +/- 0.027
29,GJ 1061 b,GJ 1061,1.04,354.9938390179716,0.021,2953.0,M,0.2891815451091257,0.964981686609206,0.9640117720493995,0.019742816779479793,0.005709258261096339,0.964 +/- 0.020
30,YZ Cet c,YZ Cet,1.05,410.3,0.02156,3151.0,M,0.2890679479976662,0.964968417932806,0.9630064738838936,0.0064905053108855314,0.0018761970516856352,0.963 +/- 0.006
31,YZ Cet d,YZ Cet,1.03,356.7,0.02851,3151.0,M,0.2890679479976662,0.9649446063540752,0.9628994407352817,0.007273292801553756,0.0021024758253313414,0.963 +/- 0.007
32,GJ 357 b,GJ 357,1.2,518.0,0.036,3505.0,M,0.3804860838396054,0.9668827327466076,0.9628535219662825,0.022099175925455863,0.00840842890395919,0.963 +/- 0.022
33,Ross 508 b,Ross 508,1.83,268.7874257072708,0.05366,3071.0,M,0.2681856527052388,0.9698904068057532,0.9622535570814068,0.030272817239806533,0.008118735250683922,0.962 +/- 0.030
34,L 98-59 c,L 98-59,1.329,526.0,0.0309,3415.0,M,0.3662096938863819,0.9662346788106214,0.9622399725003837,0.01930142974060858,0.007068370676877776,0.962 +/- 0.019
35,Wolf 1061 b,Wolf 1061,1.21,421.759347337682,0.0375,3342.0,M,0.2873564050173818,0.9630157672843148,0.9621609008712981,0.013597480014514772,0.003907322974266662,0.962 +/- 0.014
36,GJ 273 c,GJ 273,1.06,422.8264160529913,0.036467,3382.0,M,0.2827511337336298,0.9631262176386676,0.9619017840894425,0.015385962122317562,0.004350398233667976,0.962 +/- 0.015
37,G 192-15 b,G 192-15,1.02,453.6,0.01723,2999.0,M,0.272726939946837,0.9639972415135388,0.9617692717642428,0.008036013934809075,0.00219163748981062,0.962 +/- 0.008
38,LHS 475 b,LHS 475,0.991,586.0,0.02037,3300.0,M,0.2953446014460248,0.965015109874285,0.9616555509310722,0.014812567958461715,0.004374811980084032,0.962 +/- 0.015
39,GJ 1132 b,GJ 1132,1.19151465,583.8,0.0157,3229.0,M,0.3017550808175614,0.964085391104778,0.9612821901292354,0.0198638024247375,0.005994003306020736,0.961 +/- 0.020
40,L 98-59 b,L 98-59,0.837,620.0,0.0223,3415.0,M,0.3037518371643072,0.9596679121964778,0.9609654768109,0.009929509774794391,0.0030161068362347426,0.961 +/- 0.010
41,HD 260655 b,HD 260655,1.24,709.0,0.02933,3803.0,K,0.410577058069172,0.9669758595347988,0.960922652244442,0.0360268060978301,0.014791780059275589,0.961 +/- 0.036
42,LHS 1140 c,LHS 1140,1.272,422.0,0.027,3096.0,M,0.2967329124027677,0.9646650026979264,0.9607794292108124,0.02325665651444427,0.006901015420281848,0.961 +/- 0.023
43,GJ 581 e,GJ 581,1.38,507.0780174577935,0.02799,3500.0,M,0.2816883941353841,0.962753921528306,0.9607091764588438,0.013028577192939506,0.0036699989873480196,0.961 +/- 0.013
44,Kepler-1649 c,Kepler-1649,1.06,234.0,0.0649,3240.0,M,0.1206164610930155,0.970955033078144,0.9605839950415539,0.03362022414791833,0.004055152457875851,0.961 +/- 0.034
45,HD 101581 b,HIP 56998,0.956,834.0,0.046,4675.0,K,0.3789824232932531,0.9644188396918748,0.9604204697462184,0.018671920014524526,0.007076329494642299,0.960 +/- 0.019
46,Gl 725 A b,Gl 725 A,1.48,344.0151924652833,0.068,3433.0,M,0.2896196396422029,0.9635899618865504,0.9603645990714845,0.017472494320080852,0.005060377508632253,0.960 +/- 0.017
47,Gliese 12 b,Gliese 12,0.93,314.6,0.067,3328.0,M,0.3063204839719251,0.96292456756411,0.9602946398918137,0.030551988022887493,0.009358699757475355,0.960 +/- 0.031
48,YZ Cet b,YZ Cet,0.913,471.2,0.01634,3151.0,M,0.2890679479976662,0.9629514110897016,0.9602714075662265,0.016163722774867734,0.004672414174534159,0.960 +/- 0.016
49,HD 101581 c,HIP 56998,0.99,747.0,0.0573,4675.0,K,0.3787319997155596,0.9653124205676256,0.9601301185937666,0.020723634762793597,0.007848703635087705,0.960 +/- 0.021
50,GJ 357 d,GJ 357,2.34,219.6,0.204,3505.0,M,0.2729706757706892,0.9970626163989186,0.9600047949744462,0.07912074771616885,0.021597643971564825,0.960 +/- 0.079
51,GJ 625 b,GJ 625,1.49,306.95839945440986,0.078361,3499.0,M,0.2811975858295403,0.9608991275557616,0.9598399223012606,0.019820592969431627,0.005573502892714133,0.960 +/- 0.020
52,GJ 3323 b,GJ 3323,1.23,265.31300302238986,0.03282,3159.0,M,0.2843011531229244,0.96219423562855,0.9597066566300068,0.028268177812886465,0.00803667554888749,0.960 +/- 0.028
53,L 98-59 e,L 98-59,1.49,347.0,0.0712,3415.0,M,0.2697750529855427,0.9596413686420336,0.9594915271889954,0.015606276145887188,0.004210183974163727,0.959 +/- 0.016
54,GJ 1132 c,GJ 1132,1.52,300.0,0.0476,3090.0,M,0.264450073290797,0.9602440746615514,0.9586526357319394,0.019402304936108866,0.005130940962364382,0.959 +/- 0.019
55,HD 260655 c,HD 260655,1.533,557.0,0.04749,3803.0,K,0.4195676473074769,0.9672506070963716,0.958299220558236,0.04275091938528729,0.017936902666716596,0.958 +/- 0.043
56,Barnard b,Barnard's star,0.72,438.0,0.0229,3195.0,M,0.2945700909652604,0.957864490986069,0.9582965173889612,0.003276541283911685,0.0009651710640532961,0.958 +/- 0.003
57,K2-288 B b,K2-288 B,1.9,226.36,0.164,3341.0,M,0.1567323848849356,0.99917279844811,0.958180129604339,0.055644370231801916,0.008721274851850631,0.958 +/- 0.056
58,Barnard c,Barnard's star,0.743,400.0,0.0274,3195.0,M,0.2945700909652604,0.9580149001505708,0.9580907843823726,0.007593436771568,0.002236799360539739,0.958 +/- 0.008
59,LHS 1678 d,LHS 1678,0.981,462.95,0.04,3490.0,M,0.259412449801689,0.9616411042005968,0.9580545023241936,0.008789019670591376,0.0022799811241033426,0.958 +/- 0.009
60,GJ 357 c,GJ 357,1.66,401.2,0.061,3505.0,M,0.2729706757706892,0.9563014372394304,0.9579290634752272,0.01795007408016691,0.004899843851797094,0.958 +/- 0.018
61,GJ 3988 b,GJ 3988,1.74,348.0,0.0405,3273.0,M,0.2716942830095813,0.9614407157671196,0.9578213260802219,0.007311827693217556,0.001986581782598345,0.958 +/- 0.007
62,GJ 251 b,GJ 251,1.79,336.0,0.0808,3342.0,M,0.2837168615981652,0.9616189902469978,0.9576206716010229,0.023617941774196582,0.0067008083175832565,0.958 +/- 0.024
63,GJ 3929 b,GJ 3929,1.09,568.0,0.0252,3384.0,M,0.291125324455239,0.9621577650815129,0.957474388394538,0.012143209246723439,0.0035351957318802193,0.957 +/- 0.012
64,TOI-2094 b,TOI-2094,1.9,276.0,0.136,3435.0,M,0.1919569608793334,0.9790272183833966,0.9572143713803043,0.049513000393776645,0.009504365079606602,0.957 +/- 0.050
65,Barnard d,Barnard's star,0.694,483.0,0.0188,3195.0,M,0.2945700909652604,0.9566299994353742,0.9570665133039716,0.007559073531502576,0.002226676977787806,0.957 +/- 0.008
66,GJ 486 b,GJ 486,1.289,696.3,0.01714,3317.0,M,0.4345999446277241,0.968028896280398,0.95697089683531,0.030388383463141818,0.013206789770407481,0.957 +/- 0.030
67,Barnard e,Barnard's star,0.637,340.0,0.0381,3195.0,M,0.2945700909652604,0.9579797116958328,0.9568329398051496,0.019406928572421524,0.005716700714934519,0.957 +/- 0.019
68,TOI-715 b,TOI-715,1.55,234.0,0.083,3075.0,M,0.2080350134561902,0.9972819002051028,0.9568191874845858,0.055652426949396275,0.011577653389287295,0.957 +/- 0.056
69,Kepler-186 f,Kepler-186,1.17,177.0,0.432,3755.0,K,0.0519259405666448,0.9974426418466904,0.9567362192118282,0.08000838345597303,0.004154510564168182,0.957 +/- 0.080
70,K2-129 b,K2-129,1.04,383.4303034122222,0.057,3459.09,M,0.2393567773957278,0.9608294744064396,0.9566943269131224,0.0168588315425286,0.004035275588677093,0.957 +/- 0.017
71,LTT 1445 A c,LTT 1445 A,1.147,508.0,0.02661,3340.0,M,0.3926499729598861,0.9669602681207624,0.9563918739921335,0.042700948545812197,0.016766526291874646,0.956 +/- 0.043
72,TRAPPIST-1 b,TRAPPIST-1,1.116,397.6,0.01154,2566.0,M,0.281510152790829,0.9633442257903192,0.9563196451617495,0.05046205595232334,0.014205581081277906,0.956 +/- 0.050
73,GJ 15 A b,GJ 15 A,1.55,550.0,0.072,3607.0,M,0.2895012673304661,0.958423849736005,0.9560313549036175,0.01940619461258635,0.005618117934405412,0.956 +/- 0.019
74,HD 219134 c,HD 219134,1.511,782.0,0.0653,4699.0,K,0.7811446147714087,0.9709900933583284,0.9559284171855276,0.025019821815742062,0.019544099073907122,0.956 +/- 0.025
75,LHS 1678 c,LHS 1678,0.941,510.9,0.0327,3490.0,M,0.265574356022677,0.9548730419627112,0.9557191380150805,0.00981586075266371,0.0026068408981969344,0.956 +/- 0.010
76,Kepler-1652 b,Kepler-1652,1.6,268.0,0.1654,3638.0,M,0.0251036863846763,0.99601596755416,0.9554528215695579,0.05523501084782035,0.0013866023897778756,0.955 +/- 0.055
77,TOI-4336 A c,TOI-4336 A,1.251,399.5,0.05092,3307.0,M,0.2642184451882974,0.9612402714156428,0.9550835792664357,0.019634889623283986,0.005187900007707929,0.955 +/- 0.020
78,GJ 806 b,GJ 806,1.331,940.0,0.01406,3600.0,M,0.3576459642255125,0.9620475038405896,0.9550264866619163,0.027301286783734734,0.009764195036366049,0.955 +/- 0.027
79,Kepler-1229 b,Kepler-1229,1.4,212.0,0.3006,3784.0,K,0.0223087176458321,0.998371340440504,0.9548830127969594,0.07054056648315447,0.0015736695802497406,0.955 +/- 0.071
80,GJ 411 b,GJ 411,1.45,349.83,0.07879,3719.0,K,0.2834468831685915,0.958534483869452,0.9548275971824512,0.026632378509189817,0.0075488646797960334,0.955 +/- 0.027
81,LHS 1478 b,LHS 1478,1.242,595.0,0.01848,3381.0,M,0.2720070637110918,0.9558586488366386,0.9547867951549012,0.01336764462788277,0.0036360937639637425,0.955 +/- 0.013
82,TOI-771 c,TOI-771,1.5,365.0,0.046,3370.0,M,0.2329897531394111,0.955093966315558,0.9543809895254491,0.009126205303515765,0.002126312320765722,0.954 +/- 0.009
83,TOI-270 b,TOI-270,1.28,600.0,0.03197,3506.0,M,0.2616046587254496,0.9570404555728774,0.9541928258211319,0.014822100200040239,0.003877530464425945,0.954 +/- 0.015
84,GJ 3323 c,GJ 3323,1.32,135.19302532432823,0.1264,3159.0,M,0.2843011531229244,0.9598712174170596,0.9538905309158775,0.07078134591944577,0.02012321826449103,0.954 +/- 0.071
85,G 264-012 b,G 264-012,1.39,587.0,0.02279,3326.0,M,0.2556201298428849,0.9539112996562078,0.9537247106572089,0.008029239318827592,0.0020524351972183055,0.954 +/- 0.008
86,K2-239 d,K2-239,1.1,399.0,0.0685,3420.0,M,0.2237258336762226,0.9533550341381438,0.9536114887220322,0.0059036611150035355,0.0013208015046960637,0.954 +/- 0.006
87,LTT 3780 b,LTT 3780,1.325,903.0,0.01195,3358.0,M,0.2606033955020456,0.9555698658707812,0.9535551062913712,0.008035845435579477,0.0020941686062416263,0.954 +/- 0.008
88,TOI-700 b,TOI-700,0.914,417.0,0.0677,3459.0,M,0.2293087655684368,0.9530308460363948,0.9534727566980256,0.013586735773277023,0.0031155576082746747,0.953 +/- 0.014
89,55 Cnc B b,55 Cnc B,1.69,361.677272865195,0.044,3286.0,M,0.2648091756360882,0.9529382450539102,0.9529506023905007,0.01141153929345415,0.003021880313038422,0.953 +/- 0.011
90,TOI-1468 b,TOI-1468,1.401,683.5,0.02107,3376.0,M,0.2541436575409582,0.9578581603576276,0.9527732446942364,0.013096722315426898,0.0033284489110408785,0.953 +/- 0.013
91,K2-239 c,K2-239,1.0,427.0,0.0576,3420.0,M,0.2227348439833261,0.9529726408204376,0.9527478242083214,0.004117284836923119,0.0009170627957869852,0.953 +/- 0.004
92,TOI-2267 c,TOI-2267 A,1.14,374.0,0.0263,3030.0,M,0.2567956672905854,0.9524840442908716,0.9522336017710212,0.010419604739046292,0.0026757093518675382,0.952 +/- 0.010
93,L 168-9 b,L 168-9,1.63,998.0,0.0208,3842.0,K,0.2674589655518777,0.9563323386091034,0.9513486726170715,0.01643096563658007,0.004394609072178155,0.951 +/- 0.016
94,TOI-2267 b,TOI-2267 A,1.0,424.0,0.0205,3030.0,M,0.2525854075863722,0.9514653013479512,0.9513402327392386,0.02581026341302281,0.006519295904089997,0.951 +/- 0.026
95,K2-239 b,K2-239,1.1,502.0,0.0441,3420.0,M,0.2234431386400011,0.950988769118556,0.9513215456499222,0.007025980841117041,0.0015699072111637065,0.951 +/- 0.007
96,GJ 3473 b,GJ 3473,1.264,773.0,0.01589,3347.0,M,0.2420244945574753,0.9549566133835832,0.9511975175977421,0.013537360595321329,0.0032763728557249276,0.951 +/- 0.014
97,TOI-1266 d,TOI-1266,1.74,288.0,0.1513,3563.0,M,0.2092782015364758,0.9751477107973624,0.9509864690005181,0.0464291840880094,0.009716616144744566,0.951 +/- 0.046
98,LHS 1815 b,LHS 1815,1.088,617.0,0.0404,3643.0,M,0.2365472223618931,0.9561136709017368,0.9506479576767007,0.02084838735308879,0.004931628119097974,0.951 +/- 0.021
99,LTT 1445 A b,LTT 1445 A,1.34,431.0,0.0381,3562.0,M,0.5571403268092124,0.9687766760435776,0.9506247478594868,0.05748948850061732,0.03202971241132839,0.951 +/- 0.057
100,TOI-260 b,TOI-260,1.71,493.0,0.0943,4026.0,K,0.3494136807183767,0.9589360249364705,0.9501501325071731,0.03158982503782905,0.01103791703971738,0.950 +/- 0.032
101,G 264-012 c,G 264-012,1.76,387.0,0.0525,3326.0,M,0.2556201298428849,0.951704587358696,0.9500719592865476,0.022094518337677692,0.005647803646293173,0.950 +/- 0.022
102,Kepler-442 b,Kepler-442,1.34,241.0,0.409,4402.0,K,0.0084148284065264,0.9975051561766616,0.949918598832582,0.06011227893725273,0.0005058345123822329,0.950 +/- 0.060
103,TOI-406 c,TOI-406,1.32,584.0,0.0322,3392.0,M,0.2325113737209082,0.9553023424265618,0.9497811214110123,0.024746982070208208,0.0057539547965907946,0.950 +/- 0.025
104,GJ 9827 c,GJ 9827,1.13,715.94,0.0395,4236.0,K,0.2496825458123621,0.9531305368917558,0.9496047359939281,0.01359697245682783,0.00339492669836134,0.950 +/- 0.014
105,HD 4113 b,HD 4113,13.5,230.181693415458,1.28,5688.0,G,0.197365131907312,0.9799175476206384,0.9495652811541772,0.11278269028069395,0.022259370544110677,0.950 +/- 0.113
106,TOI-1452 b,TOI-1452,1.672,326.0,0.061,3185.0,M,0.2421522436290304,0.9613667295052164,0.9494855180336822,0.039317258239599834,0.009520762296061082,0.949 +/- 0.039
107,TOI-4527.01,TOI-4527,0.9086617,1362.93,0.008332353,3702.0,K,0.2688778336230524,0.9494077004851488,0.9494408696708411,0.012901451037865263,0.003468914205655093,0.949 +/- 0.013
108,K2-3 d,K2-3,1.458,305.2,0.2014,3844.0,K,0.2164840152748572,0.9661310309860672,0.9494331566258921,0.03526097471176418,0.00763343738810791,0.949 +/- 0.035
109,K2-72 c,K2-72,1.16,305.326302751998,0.078,3360.47,M,0.1543868514028116,0.9467964842152676,0.9493751810538561,0.019888157840694275,0.0030704700692269294,0.949 +/- 0.020
110,TOI-5799 c,TOI-5799,1.76,337.0,0.0782,3452.0,M,0.2271611039200878,0.9413671604441112,0.949360795674437,0.025513850343520363,0.005795754409285997,0.949 +/- 0.026
111,TOI-4559 b,TOI-4559,1.415,554.16,0.0359,3558.0,M,0.2389309176282725,0.949210514684174,0.9493049613623717,0.014110751975586516,0.0033714949179518452,0.949 +/- 0.014
112,TOI-6002 b,TOI-6002,1.65,321.4,0.05722,3229.0,M,0.2360579478666453,0.9523880365819896,0.9491768864270583,0.030633006440691907,0.00723116463737546,0.949 +/- 0.031
113,GJ 1252 b,GJ 1252,1.193,1090.0,0.00915,3458.0,M,0.2649775901104443,0.953476815847268,0.9491102565560952,0.025050745596837943,0.0066378861987199415,0.949 +/- 0.025
114,LHS 1678 b,LHS 1678,0.685,830.44,0.01239,3490.0,M,0.2596718134379059,0.9545100901809864,0.9490411662051895,0.040503144428715214,0.010517524963741896,0.949 +/- 0.041
115,TOI-5388.01,TOI-5388,0.99,488.0,0.024335855,3440.0,M,0.2606123364489275,0.9449311935794552,0.9486443150408492,0.03516370849329881,0.009164096228647601,0.949 +/- 0.035
116,GJ 3293 e,GJ 3293,1.63,339.1605135049015,0.08208,3466.0,M,0.2451522569983183,0.9551340263089084,0.9484512163257316,0.03888082934673444,0.009531723068318397,0.948 +/- 0.039
117,TOI-771 b,TOI-771,1.36,543.0,0.0208,3370.0,M,0.2512723163252344,0.9575244171775232,0.948329201912426,0.04321279414654579,0.01085817888008809,0.948 +/- 0.043
118,LP 791-18 d,LP 791-18,1.032,395.5,0.01992,2960.0,M,0.2301785874163421,0.951936175309006,0.9478765765930547,0.04691195775672416,0.010798128169377879,0.948 +/- 0.047
119,TOI-836 b,TOI-836,1.704,871.0,0.0422,4552.0,K,0.2896037467142299,0.95683924974089,0.947440484337849,0.03668125250116921,0.010623028158509318,0.947 +/- 0.037
120,HD 20782 b,HD 20782,13.6,231.72212268048983,1.3649,5782.13,G,0.2093313649511339,0.983040436058206,0.9473865734250578,0.11636701914968264,0.024359266953897805,0.947 +/- 0.116
121,TOI-6716 b,TOI-6716,0.982,369.0,0.0319,3110.0,M,0.2640353445283705,0.9501302572767808,0.947217360200522,0.03937140499996621,0.010395442483732089,0.947 +/- 0.039
122,GJ 238 b,GJ 238,0.566,758.0,0.02123,3485.0,M,0.2682399006946763,0.9480974272126512,0.9469479008576543,0.029845967554038025,0.00800587937283169,0.947 +/- 0.030
123,GJ 393 b,GJ 393,1.17,485.0,0.05402,3579.0,M,0.2796300765948691,0.9609727603491328,0.9469468165039524,0.044558613123078426,0.01245992840056756,0.947 +/- 0.045
124,TOI-244 b,TOI-244,1.52,458.0,0.0559,3433.0,M,0.2756562674484409,0.9498225620407932,0.9468678082706645,0.030613424277712985,0.008438782270209845,0.947 +/- 0.031
125,GJ 4274 b,GJ 4274,1.53,501.72914345533616,0.0153,3228.0,M,0.2790600173553392,0.9491763965717632,0.9467411270356602,0.04597641144751899,0.012830178176480864,0.947 +/- 0.046
126,GJ 9827 b,GJ 9827,1.44,1035.01,0.0189,4236.0,K,0.259006931213973,0.9488557563409976,0.9465056860256612,0.02307114631349468,0.005975586806246823,0.947 +/- 0.023
127,TOI-1693 b,TOI-1693,1.41,764.0,0.0226,3499.0,M,0.2384837393085771,0.94833201986368,0.946273650460173,0.019239867974981565,0.004588395658476945,0.946 +/- 0.019
128,Wolf 327 b,Wolf 327,1.24,996.0,0.01,3542.0,M,0.2383070076098704,0.9490992764764606,0.9459217795341156,0.03021586563513707,0.007200652521851431,0.946 +/- 0.030
129,LHS 3844 b,LHS 3844,1.286,816.0,0.00624,3080.0,M,0.2866911821583294,0.9572887640211938,0.9453943574527975,0.05158951255886299,0.01479025834247241,0.945 +/- 0.052
130,GJ 3998 b,GJ 3998,1.39,670.9218602315219,0.03,3726.0,K,0.2502157322257616,0.9521497528221397,0.9450124344473058,0.027149177181788255,0.006793151247868087,0.945 +/- 0.027
131,TOI-7166 b,TOI-7166,2.01,249.0,0.06191,3099.0,M,0.2337737834115314,0.969585805474911,0.9448712810742665,0.07256238512461403,0.01696318330394565,0.945 +/- 0.073
132,CD Cet b,CD Cet,1.82,464.0,0.0185,3130.0,M,0.2752585876734145,0.9379196608807594,0.9447782444581969,0.021953408706341646,0.006042864275124842,0.945 +/- 0.022
133,TOI-5799 b,TOI-5799,1.733,505.0,0.0348,3452.0,M,0.2608305035330607,0.9440572548685296,0.9445263660418526,0.026115332791835952,0.006811675402028023,0.945 +/- 0.026
134,K2-3 c,K2-3,1.582,371.8,0.1357,3844.0,K,0.2154119244155167,0.9485559063997524,0.9444050642296359,0.025809344214212413,0.005559640505085978,0.944 +/- 0.026
135,TOI-6086 b,TOI-6086,1.18,634.0,0.01541,3200.0,M,0.2247074963039695,0.9439290499480152,0.9441417386400862,0.014520955070037485,0.003262967457730555,0.944 +/- 0.015
136,Kepler-1544 b,Kepler-1544,1.78,269.0,0.54465,4886.0,K,0.0120823671370562,0.9964576661150828,0.943970567160434,0.06628954772404975,0.0008009346529513773,0.944 +/- 0.066
137,K2-72 d,K2-72,1.01,381.3524299089221,0.05,3360.47,M,0.1543868514028116,0.9459528740248676,0.9429740056639004,0.027823586971351663,0.004295595987239274,0.943 +/- 0.028
138,GJ 367 b,GJ 367,0.699,1365.0,0.00709,3522.0,M,0.3049159781687287,0.9526021635243608,0.9422833380938609,0.057108050749393326,0.017413157155560664,0.942 +/- 0.057
139,HD 23472 e,HD 23472,0.818,723.0,0.068,4684.0,K,0.2234396700406556,0.9476494982250891,0.9419521431748066,0.01757726360579345,0.003927457980296112,0.942 +/- 0.018
140,TOI-1680 b,TOI-1680,1.466,404.0,0.03144,3225.0,M,0.2165420773820804,0.9494190999114888,0.9419356212971198,0.028592346217422668,0.006191446047148373,0.942 +/- 0.029
141,HD 21749 c,GJ 143,0.892,701.0,0.0695,4640.0,K,0.3390985613931088,0.9440984779172048,0.9417083354586524,0.032715154676565175,0.011093661886576286,0.942 +/- 0.033
142,TOI-1411 b,TOI-1411,1.19880592,976.4,0.02122,4115.0,K,0.2428844217433019,0.9459426436523468,0.9416946833283849,0.024994070910803252,0.006070670460181531,0.942 +/- 0.025
143,HD 23472 d,HD 23472,0.75,909.0,0.04298,4684.0,K,0.2152641464404049,0.9426933752173402,0.9414515658548471,0.012215003773973644,0.002629452361170761,0.941 +/- 0.012
144,LP 791-18 b,LP 791-18,1.212,564.3,0.00978,2960.0,M,0.2383475390176932,0.9507897399287004,0.9411645876370822,0.03804349593290469,0.009067573631237454,0.941 +/- 0.038
145,TOI-237 b,TOI-237,1.44,388.0,0.0341,3212.0,M,0.2135103644145436,0.9508156389187812,0.941040946778161,0.03258642622938447,0.006957539739203521,0.941 +/- 0.033
146,TOI-2427 b,TOI-2427,1.8,1117.0,0.0202,4072.0,K,0.2522582630396911,0.9415054149655926,0.9405686640719192,0.01783059849185246,0.004497915804512838,0.941 +/- 0.018
